index,current_time,crawled_at,pressure,country,wind_direction,sky,uniq_id,visibility,temparature,dev_point,place,location,data_category,latest_report,wind,forecast,feels_like,index_date_format
1860,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from North,Partly sunny.,e12bf19f-6ab8-5ac2-8857-082b6817f069, N/A,1 °C, -2 °C," Weather in Büsingen am Hochrhein, Baden-Württemberg, Germany",Zurich-Kloten,weather," 19 Jan 2020, 10:20",7 km/h ,3 / -2 °C,-1 °C,2020.01.19
1861,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from West,Chilly.,5f5f24dd-0f13-5122-8325-7afa12cd65f8, N/A,2 °C, 0 °C," Weather in Burghausen, Bavaria, Germany",Ranshofen,weather," 19 Jan 2020, 10:00",4 km/h ,2 / -2 °C,2 °C,2020.01.19
1862,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from Northwest,Chilly.,dc63bf4b-9273-57fc-bf56-685ecea229e3, 7 km,0 °C, 0 °C," Weather in Kreuztal, North Rhine-Westphalia, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,4 / -2 °C,-4 °C,2020.01.19
1863,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1034 mbar,Germany, from West,Passing clouds.,a4913438-bef8-52f1-9cd9-e17ed8fb9223, 9 km,2 °C, 1 °C," Weather in Burgdorf, Lower Saxony, Germany",Celle Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 0 °C,-1 °C,2020.01.19
1864,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,90b7fbd0-c465-57d7-86bf-9e9101e57408, N/A,1 °C, 0 °C," Weather in Sindelfingen, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -2 °C,-2 °C,2020.01.19
1865,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from Northwest,Chilly.,ab37ae45-fc40-51e9-a30f-5129f908b815, 7 km,0 °C, 0 °C," Weather in Siegen, North Rhine-Westphalia, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,4 / -2 °C,-4 °C,2020.01.19
1866,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1037 mbar,Germany, from Northwest,Passing clouds.,c4a48359-aa76-5533-9537-2270b9807bb9, N/A,3 °C, 1 °C," Weather in Krefeld, North Rhine-Westphalia, Germany",Monchengladbach Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 1 °C,0 °C,2020.01.19
1867,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1037 mbar,Germany, from Northwest,Passing clouds.,4c1c23d4-16ec-50aa-944c-e21042d6ecb0, N/A,3 °C, 1 °C," Weather in Korschenbroich, North Rhine-Westphalia, Germany",Monchengladbach Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 2 °C,0 °C,2020.01.19
1868,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:37 2020, 1033 mbar,Germany, from West,Broken clouds.,e7394a9f-ceed-5698-933d-890e6cfb8fd4, N/A,3 °C, 1 °C," Weather in Burg, Saxony-Anhalt, Germany",Braunschweig Wolfsburg,weather," 19 Jan 2020, 10:20",11 km/h ,4 / -1 °C,0 °C,2020.01.19
1869,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1037 mbar,Germany, from West,Overcast.,2fa94c6e-782a-5ba3-b328-455fb5b506fc, 8 km,0 °C, -1 °C," Weather in Siegburg, North Rhine-Westphalia, Germany",Aachen-Orsbach,weather," 19 Jan 2020, 09:00",6 km/h ,6 / 0 °C,-1 °C,2020.01.19
1870,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,424b7964-9eb4-51c6-a524-8da259082d51, N/A,3 °C, 2 °C," Weather in Bünde, North Rhine-Westphalia, Germany",Bueckeburg,weather," 19 Jan 2020, 10:20",6 km/h ,6 / 1 °C,2 °C,2020.01.19
1871,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1032 mbar,Germany, from Northwest,Partly sunny.,b9a5a11e-3c4f-57c3-896c-06df251edbc4, N/A,2 °C, 1 °C," Weather in Senftenberg, Brandenburg, Germany",Dresden-Klotzsche,weather," 19 Jan 2020, 10:20",11 km/h ,4 / 0 °C,-1 °C,2020.01.19
1872,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,40dea638-6de4-5e69-8d85-476fc412e92c, N/A,1 °C, 0 °C," Weather in Kornwestheim, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,4 / -1 °C,-2 °C,2020.01.19
1873,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1036 mbar,Germany, from Southwest,Scattered clouds.,354e0b6d-b5aa-5fde-b752-2bf71a66a011, N/A,2 °C, 1 °C," Weather in Bühl, Baden-Württemberg, Germany",Karlsruhe - Baden Wurttemberg,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 0 °C,0 °C,2020.01.19
1874,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1034 mbar,Germany, from West,Passing clouds.,e4e4fd38-2072-5b3e-a26c-fe22ba8eee10, N/A,2 °C, 2 °C," Weather in Seevetal, Lower Saxony, Germany",Hamburg-Finkenwerder,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,-1 °C,2020.01.19
1875,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,4920e5c2-5e07-585f-8668-3d1445eb8780, N/A,2 °C, 1 °C," Weather in Korbach, Hesse, Germany",Fritzlar Airport,weather," 19 Jan 2020, 10:20",7 km/h ,3 / -2 °C,0 °C,2020.01.19
1876,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1033 mbar,Germany, from Northeast,Sunny.,34e7a3b8-db64-556b-afd1-5db11c9cc7fc, 16 km,0 °C, -1 °C," Weather in Konstanz, Baden-Württemberg, Germany",Friedrichshafen Airport,weather," 19 Jan 2020, 10:20",6 km/h ,3 / -3 °C,-2 °C,2020.01.19
1877,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1032 mbar ,Germany, from West,Chilly.,060a40f4-0f28-58e6-8109-f86f432a92e0, 8 km,0 °C, -1 °C," Weather in Buchloe, Bavaria, Germany",Lechfeld,weather," 19 Jan 2020, 10:20",7 km/h ,0 / -3 °C,-3 °C,2020.01.19
1878,"19 Jan 2020, 11:08:37",Sun Jan 19 15:38:38 2020, 1035 mbar,Germany, from West,Passing clouds.,b9fe69cb-0694-5225-aaa8-72ddfd778057, N/A,4 °C, 1 °C," Weather in Büdingen, Hesse, Germany",Frankfurt-M-Flughafen Airport,weather," 19 Jan 2020, 10:20",7 km/h ,5 / -1 °C,2 °C,2020.01.19
1879,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1034 mbar,Germany, from West,Passing clouds.,fdde98d2-2cda-54bc-8a1c-0e31ad90b275, N/A,2 °C, 1 °C," Weather in Seelze, Lower Saxony, Germany",Hannover,weather," 19 Jan 2020, 10:20",13 km/h ,6 / 1 °C,-2 °C,2020.01.19
1880,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1037 mbar,Germany, from West,Overcast.,d4a110ea-853e-5c4f-b864-2f2d51beb133, 8 km,0 °C, -1 °C," Weather in Königswinter, North Rhine-Westphalia, Germany",Aachen-Orsbach,weather," 19 Jan 2020, 09:00",6 km/h ,6 / 0 °C,-1 °C,2020.01.19
1881,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1036 mbar,Germany, from West,Broken clouds.,e5d5f8c0-acec-54c2-a8de-965fc4f47d18, N/A,3 °C, 2 °C," Weather in Schwerte, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,6 / 1 °C,1 °C,2020.01.19
1882,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1034 mbar,Germany, from West,Passing clouds.,eeadcadf-9338-528b-9e57-6a0a452e44de, N/A,2 °C, 2 °C," Weather in Buchholz in der Nordheide, Lower Saxony, Germany",Hamburg-Finkenwerder,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 1 °C,-1 °C,2020.01.19
1883,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1032 mbar,Germany, from Northwest,Partly sunny.,b86a95a9-5680-504e-8104-f303b8432afd, N/A,4 °C, 2 °C," Weather in Königs Wusterhausen, Brandenburg, Germany",Berlin-Schoenefeld,weather," 19 Jan 2020, 10:20",15 km/h ,5 / 0 °C,1 °C,2020.01.19
1884,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1036 mbar,Germany, from West,Partly sunny.,5cdd30ee-f479-5138-a6c5-70a47edca075, 12 km,2 °C, 1 °C," Weather in Brühl (Rhineland), North Rhine-Westphalia, Germany",Noervenich,weather," 19 Jan 2020, 09:00",6 km/h ,6 / 2 °C,0 °C,2020.01.19
1885,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1032 mbar,Germany, from West,Passing clouds.,22d5af4b-3617-5696-9f4c-728cc9b81bb0, N/A,3 °C, 2 °C," Weather in Schwerin, Mecklenburg-Western Pomerania, Germany",Luebeck-Blankensee,weather," 19 Jan 2020, 10:20",9 km/h ,4 / -1 °C,0 °C,2020.01.19
1886,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1035 mbar,Germany, from West,Low clouds.,7b6ac740-aa27-5fe4-83fe-77b92560e2d4, N/A,2 °C, 2 °C," Weather in Schweinfurt, Bavaria, Germany",Illesheim,weather," 19 Jan 2020, 09:56",6 km/h ,3 / -2 °C,0 °C,2020.01.19
1887,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:38 2020, 1034 mbar,Germany, from North,Chilly.,3f0448af-a2ec-554a-a67e-068c833ffe7a, N/A,1 °C, 0 °C," Weather in Koblenz, Rhineland-Palatinate, Germany",Buechel,weather," 19 Jan 2020, 10:20",11 km/h ,5 / 0 °C,-2 °C,2020.01.19
1888,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1035 mbar,Germany, from North,Partly sunny.,9e37db7f-1bf0-55a7-90de-63e8da7d967e, N/A,4 °C, 1 °C," Weather in Bruchsal, Baden-Württemberg, Germany",Mannheim City,weather," 19 Jan 2020, 10:20",6 km/h ,5 / -1 °C,3 °C,2020.01.19
1889,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, N/A,Germany, from Northeast,Passing clouds.,0b109d40-103e-5d0f-b563-0daaa75b17ed, 11 km,, N/A," Weather in Kleve, North Rhine-Westphalia, Germany",Kalkar,weather," 19 Jan 2020, 08:00",9 km/h ,5 / -1 °C,,2020.01.19
1890,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1031 mbar,Germany, from Northwest,Mostly cloudy.,f1840c48-c1aa-562f-9679-aef0310e1243, N/A,3 °C, 2 °C," Weather in Schwedt/Oder, Brandenburg, Germany",Szczecin Airport,weather," 19 Jan 2020, 10:30",11 km/h ,4 / 0 °C,0 °C,2020.01.19
1891,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1032 mbar,Germany, from Northwest,Light snow. Mostly cloudy.,8c62c1b2-47b2-531f-b7b4-f34f800c7b73, 5 km,0 °C, 0 °C," Weather in Schwäbisch Hall, Baden-Württemberg, Germany",Niederstetten,weather," 19 Jan 2020, 10:20",11 km/h ,3 / -2 °C,-4 °C,2020.01.19
1892,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1035 mbar,Germany, from West,Fog.,b5706df9-2e04-5dbc-90d7-8cb549d19663, 5 km,2 °C, 1 °C," Weather in Brilon, North Rhine-Westphalia, Germany",Paderborn / Lippstadt,weather," 19 Jan 2020, 10:20",7 km/h ,4 / -2 °C,0 °C,2020.01.19
1893,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,2dbcb041-5763-5268-a9ab-87c69bfc616b, N/A,1 °C, 0 °C," Weather in Schwäbisch Gmünd, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -2 °C,-2 °C,2020.01.19
1894,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1032 mbar,Germany, from Northwest,Sunny.,98174b84-e7d1-54e8-8127-ea92b2c01c03, 16 km,3 °C, 2 °C," Weather in Kiel, Schleswig-Holstein, Germany",Kiel / Holtenau Civilian,weather," 19 Jan 2020, 10:20",15 km/h ,6 / 2 °C,-1 °C,2020.01.19
1895,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1034 mbar,Germany, from North,Scattered clouds.,7531155c-8427-5eac-a510-c38819c805aa, N/A,6 °C, 3 °C," Weather in Bremerhaven, Bremen, Germany",Nordholz,weather," 19 Jan 2020, 10:20",19 km/h ,6 / 2 °C,2 °C,2020.01.19
1896,"19 Jan 2020, 11:08:38",Sun Jan 19 15:38:39 2020, 1035 mbar,Germany, from North,Partly sunny.,40a87d41-6121-5717-aaed-64d94b535d11, N/A,4 °C, 1 °C," Weather in Bretten, Baden-Württemberg, Germany",Mannheim City,weather," 19 Jan 2020, 10:20",6 km/h ,4 / -1 °C,3 °C,2020.01.19
1897,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,816930a1-f1bf-5357-b0f9-34525342816c, N/A,1 °C, 0 °C," Weather in Schwabach, Bavaria, Germany",Nuernberg,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -1 °C,-2 °C,2020.01.19
1898,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,cd7e4baf-aab5-56bd-a1fb-df7c2981c81f, N/A,1 °C, 0 °C," Weather in Schorndorf, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,4 / -1 °C,-2 °C,2020.01.19
1899,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1035 mbar,Germany, from Northwest,Partly sunny.,6ea43a94-04bd-537b-8d71-8b69aa80fec0, N/A,3 °C, 2 °C," Weather in Bremen, Bremen, Germany",Bremen Airport,weather," 19 Jan 2020, 10:20",11 km/h ,6 / 2 °C,0 °C,2020.01.19
1900,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1037 mbar,Germany, from Northwest,Broken clouds.,6eb3fbda-f97a-5672-b7bf-2a810a99be0e, N/A,3 °C, 1 °C," Weather in Kerpen, North Rhine-Westphalia, Germany",Noervenich,weather," 19 Jan 2020, 10:20",11 km/h ,5 / 2 °C,0 °C,2020.01.19
1901,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1033 mbar,Germany, from West,Drizzle. Low clouds.,aa0d18f7-c730-56d2-83ba-f75a30aae387, N/A,3 °C, 2 °C," Weather in Schönebeck, Saxony-Anhalt, Germany",Leipzig-Schkeuditz,weather," 19 Jan 2020, 10:20",6 km/h ,4 / 0 °C,2 °C,2020.01.19
1902,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1031 mbar ,Germany, from North,Chilly.,e79c8b88-725b-5611-a2d2-0cdc28444179, N/A,-2 °C, -2 °C," Weather in Kempten, Bavaria, Germany",Altenstadt Airport,weather," 19 Jan 2020, 10:20",4 km/h ,0 / -5 °C,-2 °C,2020.01.19
1903,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1033 mbar,Germany, from West,Broken clouds.,2398c9f9-e32b-5200-ac07-76f0d3d77817, N/A,3 °C, 1 °C," Weather in Braunschweig, Lower Saxony, Germany",Braunschweig Wolfsburg,weather," 19 Jan 2020, 10:20",11 km/h ,5 / 0 °C,0 °C,2020.01.19
1904,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1037 mbar,Germany, from Northwest,Passing clouds.,6d78abf1-7716-5ad7-af28-7d6bb76a8c31, N/A,3 °C, 1 °C," Weather in Kempen, North Rhine-Westphalia, Germany",Monchengladbach Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 0 °C,0 °C,2020.01.19
1905,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1032 mbar,Germany, from West,Partly sunny.,f815fcf7-c49d-5b6e-8601-81c4db96dedd, N/A,3 °C, 2 °C," Weather in Brandenburg an der Havel, Brandenburg, Germany",Berlin-Tegel,weather," 19 Jan 2020, 10:20",11 km/h ,4 / -1 °C,0 °C,2020.01.19
1906,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1032 mbar ,Germany, from Northwest,Broken clouds.,c3adb204-0812-59ec-907d-15fa6a1f32bf, N/A,1 °C, 0 °C," Weather in Schönau am Königssee, Bavaria, Germany",Salzburg-Flughafen,weather," 19 Jan 2020, 10:20",9 km/h ,1 / -4 °C,-2 °C,2020.01.19
1907,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:39 2020, 1036 mbar,Germany, from North,Overcast.,fa21ec18-4bde-515c-aae3-fc7ec02a3e01, N/A,3 °C, 1 °C," Weather in Kehl, Baden-Württemberg, Germany",Strasbourg Airport,weather," 19 Jan 2020, 10:30",7 km/h ,6 / -1 °C,1 °C,2020.01.19
1908,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1036 mbar,Germany, from North,Scattered clouds.,9c2960b0-e024-5a7c-8622-dfc1e938ac18, N/A,2 °C, 1 °C," Weather in Bramsche, Lower Saxony, Germany",Muenster / Osnabrueck,weather," 19 Jan 2020, 10:20",4 km/h ,5 / 1 °C,2 °C,2020.01.19
1909,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1033 mbar,Germany, from Northwest,Chilly.,82775632-efa6-57cc-b1d9-88ea70d33bf8, 7 km,0 °C, 0 °C," Weather in Schmallenberg, North Rhine-Westphalia, Germany",Siegerland Airport,weather," 19 Jan 2020, 10:20",15 km/h ,3 / -3 °C,-4 °C,2020.01.19
1910,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1031 mbar ,Germany, from North,Chilly.,10f89eb7-4841-5db8-890c-eddecf952e0b, N/A,-2 °C, -2 °C," Weather in Kaufbeuren, Bavaria, Germany",Altenstadt Airport,weather," 19 Jan 2020, 10:20",4 km/h ,0 / -4 °C,-2 °C,2020.01.19
1911,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1035 mbar,Germany, from West,Fog.,eb9a84d7-5131-5e17-9764-ab9103177056, 5 km,2 °C, 1 °C," Weather in Schloss Holte-Stukenbrock, North Rhine-Westphalia, Germany",Paderborn / Lippstadt,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 1 °C,0 °C,2020.01.19
1912,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from West,Partly sunny.,0ad7b4ce-097b-55e7-bbf1-a8f7bbe663e5, N/A,2 °C, 2 °C," Weather in Bottrop, North Rhine-Westphalia, Germany",Duesseldorf,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 1 °C,0 °C,2020.01.19
1913,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1034 mbar,Germany, from Northwest,Low clouds.,d5b9f8cf-976b-54a4-96e0-57b3aabfd317, 9 km,2 °C, 1 °C," Weather in Kassel, Hesse, Germany",Kassel / Calden,weather," 19 Jan 2020, 10:20",9 km/h ,4 / -1 °C,-1 °C,2020.01.19
1914,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from West,Overcast.,0ecc9397-b832-5bfb-8288-23ee525760e2, 8 km,0 °C, -1 °C," Weather in Bornheim (Rheinland), North Rhine-Westphalia, Germany",Aachen-Orsbach,weather," 19 Jan 2020, 09:00",6 km/h ,6 / 0 °C,-1 °C,2020.01.19
1915,"19 Jan 2020, 11:08:39",Sun Jan 19 15:38:40 2020, 1033 mbar,Germany, from Northwest,Chilly.,f6d3451d-6ca4-5edc-be5c-26ddc0944e59, N/A,3 °C, 1 °C," Weather in Schleswig, Schleswig-Holstein, Germany",Schleswig-Jagel,weather," 19 Jan 2020, 10:20",15 km/h ,7 / 2 °C,-1 °C,2020.01.19
1916,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, N/A,Germany, from East,Passing clouds.,1b9b43d4-3bee-55a0-a73f-392dc663df46, 5 km,, N/A," Weather in Sankt Ingbert, Saarland, Germany",Saarbruecken / Ensheim,weather," 19 Jan 2020, 08:00",24 km/h ,3 / -1 °C,,2020.01.19
1917,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, N/A,Germany, from Northeast,Passing clouds.,6e015374-439a-50c4-8094-90c73f46bb2e, 11 km,, N/A," Weather in Borken, North Rhine-Westphalia, Germany",Kalkar,weather," 19 Jan 2020, 08:00",9 km/h ,5 / 0 °C,,2020.01.19
1918,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from Northwest,Partly sunny.,c917aba7-ce4d-54a0-af0a-256604f3a945, N/A,3 °C, 2 °C," Weather in Bonn, North Rhine-Westphalia, Germany",Koeln / Bonn,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 0 °C,0 °C,2020.01.19
1919,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from West,Partly sunny.,2191236b-3718-5766-8df3-c07ecd3ce66e, N/A,2 °C, 2 °C," Weather in Kamp-Lintfort, North Rhine-Westphalia, Germany",Duesseldorf,weather," 19 Jan 2020, 10:20",6 km/h ,5 / 1 °C,0 °C,2020.01.19
1920,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1036 mbar,Germany, from West,Broken clouds.,2d69de41-e985-5d1f-8253-9efc68a2033b, N/A,3 °C, 2 °C," Weather in Kamen, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,6 / 2 °C,1 °C,2020.01.19
1921,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1036 mbar,Germany, from West,Broken clouds.,ede916f2-0ad4-50d1-827d-5a76b5816ab5, N/A,3 °C, 2 °C," Weather in Bochum, North Rhine-Westphalia, Germany",Dortmund / Wickede,weather," 19 Jan 2020, 10:20",7 km/h ,6 / 2 °C,1 °C,2020.01.19
1922,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from Northwest,Partly sunny.,0b14ac8f-c455-5bc7-be08-cee32dc35e12, N/A,3 °C, 2 °C," Weather in Sankt Augustin, North Rhine-Westphalia, Germany",Koeln / Bonn,weather," 19 Jan 2020, 10:20",9 km/h ,6 / 0 °C,0 °C,2020.01.19
1923,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1033 mbar,Germany, from Northwest,Broken clouds.,569198cd-6802-5b21-96c5-da4708bfbf67, N/A,2 °C, 0 °C," Weather in Sangerhausen, Saxony-Anhalt, Germany",Erfurt-Bindersleben,weather," 19 Jan 2020, 10:20",11 km/h ,4 / -2 °C,-1 °C,2020.01.19
1924,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1037 mbar,Germany, from Southwest,Partly sunny.,b239cff1-b125-5afa-8a15-2cd79f791b5f, N/A,0 °C, 0 °C," Weather in Kaiserslautern, Rhineland-Palatinate, Germany",Ramstein,weather," 19 Jan 2020, 09:56",7 km/h ,3 / -2 °C,-3 °C,2020.01.19
1925,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:40 2020, 1033 mbar,Germany, from Northwest,Fog.,96a5e9fe-b84c-56f7-ae4d-846b43d90b9c, 2 km,1 °C, 0 °C," Weather in Salzwedel, Saxony-Anhalt, Germany",Fassberg,weather," 19 Jan 2020, 10:15",11 km/h ,5 / -1 °C,-2 °C,2020.01.19
1926,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1037 mbar,Germany, from Northwest,Partly sunny.,32f8f11b-2aa4-53ae-a355-8ee8979689aa, 9 km,3 °C, 2 °C," Weather in Bocholt, North Rhine-Westphalia, Germany",Niederrhein,weather," 19 Jan 2020, 10:20",7 km/h ,5 / 0 °C,1 °C,2020.01.19
1927,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1033 mbar,Germany, from Northwest,Partly sunny.,af588024-1df0-5c84-81cf-0bc54cb274f5, N/A,1 °C, 0 °C," Weather in Böblingen, Baden-Württemberg, Germany",Stuttgart-Echterdingen,weather," 19 Jan 2020, 10:20",9 km/h ,3 / -2 °C,-2 °C,2020.01.19
1928,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1037 mbar,Germany, from Northwest,Passing clouds.,d198f9f7-a99d-5ffa-a524-3e679d988a77, N/A,3 °C, 1 °C," Weather in Kaarst, North Rhine-Westphalia, Germany",Monchengladbach Airport,weather," 19 Jan 2020, 10:20",9 km/h ,5 / 2 °C,0 °C,2020.01.19
1929,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1033 mbar,Germany, from West,Broken clouds.,500d57de-4e23-5673-8018-da3f56dcb8a4, N/A,3 °C, 1 °C," Weather in Salzgitter, Lower Saxony, Germany",Braunschweig Wolfsburg,weather," 19 Jan 2020, 10:20",11 km/h ,4 / -2 °C,0 °C,2020.01.19
1930,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1033 mbar,Germany, from West,Drizzle. Low clouds.,fe3a5298-7ac8-581b-af02-a019c4dfe20d, N/A,3 °C, 2 °C," Weather in Bitterfeld-Wolfen, Saxony-Anhalt, Germany",Leipzig-Schkeuditz,weather," 19 Jan 2020, 10:20",6 km/h ,4 / -2 °C,2 °C,2020.01.19
1931,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1036 mbar,Germany, from West,Partly sunny.,57598d7b-5a39-50e9-bed9-89335dc22b58, 12 km,2 °C, 1 °C," Weather in Jülich, North Rhine-Westphalia, Germany",Noervenich,weather," 19 Jan 2020, 09:00",6 km/h ,5 / 1 °C,0 °C,2020.01.19
1932,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, N/A,Germany, from East,Passing clouds.,23783215-b7d8-500b-ba87-775537f16b3b, 9 km,, N/A," Weather in Saarlouis, Saarland, Germany",Tholey,weather," 19 Jan 2020, 10:00",15 km/h ,5 / 0 °C,,2020.01.19
1933,"19 Jan 2020, 11:08:40",Sun Jan 19 15:38:41 2020, 1033 mbar,Germany, from Northwest,Broken clouds.,996e3215-1ed4-5bd0-b66f-0b3d143c3914, N/A,2 °C, 0 °C," Weather in Jena, Thuringia, Germany",Erfurt-Bindersleben,weather," 19 Jan 2020, 10:20",11 km/h ,3 / -3 °C,-1 °C,2020.01.19
1934,"19 Jan 2020, 11:08:41",Sun Jan 19 15:38:41 2020, N/A,Germany, from Northeast,Passing clouds.,9ec28792-e992-5b57-9be7-5524700f3764, 11 km,, N/A," Weather in Bitburg, Rhineland-Palatinate, Germany",Spangdahlem,weather," 19 Jan 2020, 10:00",11 km/h ,4 / -1 °C,,2020.01.19
